Passport,AFG,ALB,DZA,AND,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,COD,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,SWZ,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,XKX,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MDA,MCO,MNG,MNE,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NZL,NIC,NER,NGA,PRK,MKD,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,RWA,KNA,LCA,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,KOR,SSD,ESP,LKA,VCT,SDN,SUR,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VAT,VEN,VNM,YEM,ZMB,ZWE
SVK,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,0,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,-1,3,3,1,0,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
SVN,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,-1,3,1,0,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
SLB,0,0,0,3,0,3,0,1,0,3,0,3,0,1,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,2,1,0,0,0,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,3,0,1,0,3,3,0,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,1,3,1,0,3,1,1,3,0,3,3,3,0,0,0,1,0,0,1,1,3,0,3,0,0,0,0,3,0,0,1,3,3,1,0,3,3,3,3,1,3,0,1,3,3,1,3,0,0,1,0,1,0,3,3,3,-1,1,0,3,0,3,2,3,0,0,3,3,0,1,0,3,0,1,1,1,3,0,0,0,1,3,0,0,3,0,0,0,3,3,0,1,0,3,3
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,0,0,0,3,3,3,1,0,0,1,3,0,0,3,0,0,3,3,0,1,0,3,3,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,2,0,1,0,0,0,1,3,3,3,0,3,0,0,0,3,1,3,0,0,1,0,3,0,1,0,3,3,0,1,3,3,3,3,0,0,2,3,1,0,3,3,0,3,0,1,0,3,0,3,0,1,1,0,0,3,0,0,0,0,0,3,1,3,3,1,0,0,1,1,3,0,3,0,0,0,0,0,3,1,3,0,1,0,0,3,0,0,0,0,0,1,0,1,3,3,0,3,3,3,0,0,3,0,3,1,3,3,1,0,0,0,1,0,1,0,3,0,0,0,1,-1,3,0,0,2,3,0,0,0,0,0,0,1,3,3,1,1,0,3,3,1,0,1,1,0,0,0,0,3,0,3,0,3,0,0,3,3
KOR,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,3,3,3,0,0,1,0,2,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,3,3,1,3,3,0,3,3,3,3,1,1,3,1,0,3,1,1,3,3,3,3,3,0,3,3,1,3,0,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,3,1,3,3,1,3,3,0,3,3,1,0,3,3,3,1,1,3,-1,0,3,2,3,0,3,3,3,0,3,1,1,3,1,1,1,3,3,3,0,1,1,3,3,3,2,3,3,3,3,3,3,0,1,1
SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,-1,0,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,1,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,-1,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,1,0,3,1,3,3,3,2,3,3,3,3,3,3,0,1,1
LKA,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
VCT,0,0,0,3,0,3,3,1,0,3,0,3,0,1,3,3,3,3,0,0,1,3,3,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,3,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,3,3,1,0,3,1,1,3,0,3,3,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,3,0,0,1,3,3,0,0,3,3,3,3,1,3,3,1,3,3,1,3,0,0,1,3,1,0,3,3,3,1,1,3,3,0,3,2,-1,0,3,3,3,0,3,0,3,0,1,1,1,3,0,1,0,1,3,0,3,3,0,3,0,3,3,3,0,0,3,3
SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,-1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,3,3,1,0,0,0,3,1,1,3,0,0,3,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,2,0,1,0,0,0,1,3,3,3,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,1,3,3,0,3,0,0,2,3,1,0,0,3,0,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,3,3,0,0,3,0,3,1,3,3,1,0,0,0,1,3,1,0,3,0,0,0,1,0,3,0,0,2,3,0,-1,0,0,0,0,0,1,0,1,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SWE,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,-1,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,3,0,1,1
CHE,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,3,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,1,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,3,0,1,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,-1,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TWN,0,3,0,3,0,3,0,1,2,3,0,0,0,1,3,0,3,3,0,0,1,3,0,0,1,3,1,0,1,0,2,1,0,0,3,1,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,0,0,0,3,3,1,3,3,3,1,3,0,3,0,3,0,3,0,1,0,3,3,0,3,3,2,3,1,0,3,3,3,1,3,1,0,1,3,3,0,0,1,3,0,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,1,0,3,0,3,0,3,0,1,1,0,1,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,2,3,3,1,3,0,1,3,3,1,3,0,0,0,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,-1,0,1,1,1,1,0,0,0,1,0,3,1,0,0,3,2,3,0,3,3,0,0,0,0,0
TJK,0,0,0,0,0,3,0,3,0,0,3,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,1,0,1,3,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,1,1,1,0,3,3,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,3,0,1,1,3,0,0,0,0,3,0,0,0,0,0,0,1
TZA,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,3,0,1,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,3,1,3,0,0,1,3,0,0,1,0,3,0,3,1,0,3,0,3,0,0,2,3,1,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,3,3,1,0,0,0,1,3,0,3,0,0,0,0,0,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,3,3,1,0,0,0,1,0,1,0,3,0,0,0,1,3,0,1,0,2,3,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,3
THA,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,1,3,3,3,0,0,0,0,0,0,1,3,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,3,0,0,2,3,1,0,0,0,0,0,3,1,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,3,1,1,3,1,0,0,1,1,1,0,3,0,0,3,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,3,1,0,3,3,0,0,3,0,3,1,0,1,1,0,0,0,1,0,1,0,3,0,0,1,1,3,3,0,0,2,3,0,0,0,0,0,3,1,1,-1,1,1,0,0,0,3,0,1,1,0,0,0,0,0,1,3,0,0,3,0,1,0
TLS,0,0,0,3,1,0,0,1,0,3,0,0,0,1,3,0,3,0,0,0,1,3,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,3,3,3,1,3,0,3,1,0,0,0,3,3,1,0,3,3,1,3,0,3,0,3,0,0,0,1,0,3,0,3,3,3,2,3,1,0,0,0,3,0,0,1,0,1,0,3,0,0,1,3,0,1,0,0,3,3,3,1,1,1,3,1,0,3,0,1,1,0,3,3,3,0,3,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,3,3,1,3,0,1,0,1,1,3,3,0,0,0,1,0,3,3,3,0,1,0,0,0,3,2,3,0,0,3,3,0,0,0,1,0,-1,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,3,0,1,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,3,0,3,0,0,0,1,1,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1,1,0,3,1,3,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,3,0,1,3,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,3,0,0,0,1,0,3,0,3,0,3,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,0,1,0,0,3,3,0,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,0,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,0,0,1,0,3,0,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,0,3,0,3,0,0,3,3,3,1,1,1,3,1,0,3,1,1,3,0,3,3,3,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,3,0,3,1,3,3,1,0,3,0,3,3,1,3,0,1,3,3,1,3,0,0,0,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,0,0,3,0,1,1,-1,3,0,0,0,1,3,0,0,3,0,0,0,3,3,0,0,0,3,3
TTO,0,3,0,3,0,3,3,1,0,3,1,3,0,1,3,0,3,3,0,0,1,3,3,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,3,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,3,3,1,0,3,0,1,3,3,3,3,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,3,0,3,1,3,3,0,0,3,3,3,3,1,3,0,1,3,3,1,3,0,0,1,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,3,3,3,0,0,0,3,0,1,1,0,-1,0,3,0,1,1,0,0,3,0,3,0,3,3,3,0,0,3,3
TUN,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,3,0,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0,3,1,0,3,0,3,0,0,0,3,1,0,0,0,0,0,3,1,0,1,3,0,0,0,1,0,1,1,0,3,0,0,0,1,1,0,3,1,3,0,0,3,3,0,3,0,0,0,0,3,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,3,3,1,0,0,0,0,0,1,0,3,0,0,2,3,0,0,0,0,3,0,1,1,0,1,1,0,0,-1,3,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
TUR,0,3,0,0,0,3,3,1,0,0,1,3,1,1,3,3,0,3,0,0,3,3,3,3,3,0,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,0,1,0,0,0,1,3,3,3,0,3,0,0,0,3,1,3,0,0,1,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,1,0,3,1,3,1,0,1,1,0,1,0,0,0,3,1,0,3,1,0,0,1,1,3,2,3,3,0,3,3,3,1,1,0,0,1,0,0,3,0,0,0,3,0,1,0,1,3,3,0,3,3,3,0,0,3,0,0,1,3,3,1,0,3,0,1,3,1,0,3,0,0,0,1,3,3,0,0,2,3,1,1,0,0,0,1,1,1,3,1,1,1,3,3,-1,0,1,1,3,0,0,0,3,3,3,0,3,0,0,1,1
TKM,0,0,0,0,0,3,0,1,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,1,1,1,0,3,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TUV,0,0,0,3,0,3,0,1,0,3,0,3,0,1,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,0,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,3,3,1,0,3,1,1,3,0,3,0,3,0,0,0,1,0,0,1,1,3,0,3,0,0,0,0,3,0,0,1,3,3,1,0,3,1,3,3,1,3,0,1,3,3,1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,3,0,3,0,1,1,1,3,0,1,0,-1,1,0,0,3,0,0,0,3,3,0,0,0,3,3
UGA,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,3,3,0,1,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,3,0,3,1,3,0,0,1,3,0,0,1,0,3,0,0,1,0,3,0,3,0,0,2,3,1,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,3,3,1,0,0,0,1,3,0,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,3,1,1,0,0,0,1,0,1,1,3,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,3,0,0,0,0,3,3
UKR,0,3,0,3,0,3,3,3,0,3,3,0,0,1,3,3,3,0,0,0,1,3,0,3,3,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,0,3,3,0,3,0,3,0,1,0,3,3,3,3,3,2,3,1,0,0,3,3,3,0,1,3,1,0,0,1,3,1,3,1,1,0,0,3,3,3,1,1,0,3,1,0,3,1,1,3,2,3,3,3,3,3,0,1,1,3,0,1,3,0,3,0,0,0,3,3,1,0,1,3,3,0,3,3,0,3,3,3,3,3,1,3,0,1,3,0,0,1,3,1,0,0,3,3,0,1,0,0,0,3,2,3,0,0,3,3,0,0,3,1,1,1,1,1,0,0,3,0,1,1,-1,3,0,0,3,3,3,3,0,0,0,1,1
ARE,0,3,0,3,1,3,3,3,1,3,1,3,3,1,3,3,3,0,0,0,1,3,3,3,3,3,3,1,1,0,2,1,0,3,3,3,3,1,1,1,3,1,3,1,3,3,3,1,3,3,3,3,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,1,1,1,3,3,3,3,3,2,3,1,0,3,0,3,0,3,3,3,1,0,3,3,3,1,3,3,1,1,0,3,3,3,1,1,1,3,1,3,3,1,1,3,3,3,3,3,0,3,3,1,0,0,3,1,3,3,3,1,0,0,3,3,3,0,1,3,3,0,1,0,3,3,3,3,3,3,1,3,3,1,3,3,3,1,3,3,1,3,3,3,3,1,0,3,0,3,1,3,3,0,3,3,3,1,1,1,3,1,1,3,0,3,1,0,1,1,3,-1,2,0,3,1,3,3,0,1,1,1,1
GBR,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,0,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,3,0,3,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,1,1,1,3,3,1,0,1,1,3,3,-1,2,3,3,3,3,3,3,0,3,1
USA,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,0,3,3,1,0,1,0,3,1,3,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,3,0,3,3,1,3,3,3,1,1,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,0,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,3,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,1,3,3,3,3,3,3,0,1,3,3,1,3,3,0,3,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,1,1,1,3,3,1,0,1,1,3,3,3,-1,3,1,3,3,0,1,0,1,1
