Passport,AF,AL,DZ,AD,AO,AG,AR,AM,AU,AT,AZ,BS,BH,BD,BB,BY,BE,BZ,BJ,BT,BO,BA,BW,BR,BN,BG,BF,BI,KH,CM,CA,CV,CF,TD,CL,CN,CO,KM,CG,CD,CR,CI,HR,CU,CY,CZ,DK,DJ,DM,DO,EC,EG,SV,GQ,ER,EE,SZ,ET,FJ,FI,FR,GA,GM,GE,DE,GH,GR,GD,GT,GN,GW,GY,HT,HN,HK,HU,IS,IN,ID,IR,IQ,IE,IL,IT,JM,JP,JO,KZ,KE,KI,XK,KW,KG,LA,LV,LB,LS,LR,LY,LI,LT,LU,MO,MG,MW,MY,MV,ML,MT,MH,MR,MU,MX,FM,MD,MC,MN,ME,MA,MZ,MM,NA,NR,NP,NL,NZ,NI,NE,NG,KP,MK,NO,OM,PK,PW,PS,PA,PG,PY,PE,PH,PL,PT,QA,RO,RU,RW,KN,LC,WS,SM,ST,SA,SN,RS,SC,SL,SG,SK,SI,SB,SO,ZA,KR,SS,ES,LK,VC,SD,SR,SE,CH,SY,TW,TJ,TZ,TH,TL,TG,TO,TT,TN,TR,TM,TV,UG,UA,AE,GB,US,UY,UZ,VU,VA,VE,VN,YE,ZM,ZW
KR,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,3,3,3,0,0,1,0,2,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,3,3,1,3,3,0,3,3,3,3,1,1,3,1,0,3,1,1,3,3,3,3,3,0,3,3,1,3,0,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,3,1,3,3,1,3,3,0,3,3,1,0,3,3,3,1,1,3,-1,0,3,2,3,0,3,3,3,0,3,1,1,3,1,1,1,3,3,3,0,1,1,3,3,3,2,3,3,3,3,3,3,0,1,1
SS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,-1,0,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,1,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,-1,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,1,0,3,1,3,3,3,2,3,3,3,3,3,3,0,1,1
LK,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0
VC,0,0,0,3,0,3,3,1,0,3,0,3,0,1,3,3,3,3,0,0,1,3,3,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,3,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,3,3,1,0,3,1,1,3,0,3,3,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,3,0,0,1,3,3,0,0,3,3,3,3,1,3,3,1,3,3,1,3,0,0,1,3,1,0,3,3,3,1,1,3,3,0,3,2,-1,0,3,3,3,0,3,0,3,0,1,1,1,3,0,1,0,1,3,0,3,3,0,3,1,3,3,3,0,0,3,3
SD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,-1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR,0,0,0,0,0,3,3,1,0,0,0,3,1,1,3,0,0,3,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,2,0,1,0,0,0,1,3,3,3,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,1,3,3,0,3,0,0,2,3,1,0,0,3,0,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,3,3,0,0,3,0,3,1,3,3,1,0,0,0,1,3,1,0,3,0,0,0,1,0,3,0,0,2,3,0,-1,0,0,0,0,0,1,0,1,1,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
SE,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,-1,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,3,0,1,1
CH,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,3,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,1,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,3,0,1,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,-1,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
SY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TW,0,3,0,3,0,3,0,1,2,3,0,0,0,1,3,0,3,3,0,0,1,3,0,0,1,3,1,0,1,0,2,1,0,0,3,1,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,0,0,0,3,3,1,3,3,3,1,3,0,3,0,3,0,3,0,1,0,3,3,0,3,3,2,3,1,0,3,3,3,1,3,1,0,1,3,3,0,0,1,3,0,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,1,0,3,0,3,0,3,0,1,1,0,1,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,2,3,3,1,3,0,1,3,3,1,3,0,0,0,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,-1,0,1,1,1,1,0,0,0,1,0,3,1,0,0,3,2,3,0,3,3,0,0,0,0,0
TJ,0,0,0,0,0,3,0,3,0,0,3,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,1,0,1,3,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,1,1,1,0,3,3,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,3,0,1,1,3,0,0,0,0,3,0,0,0,0,0,0,1
TZ,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,3,0,1,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,3,1,3,0,0,1,3,0,0,1,0,3,0,3,1,0,3,0,3,0,0,2,3,1,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,3,3,1,0,0,0,1,3,0,3,0,0,0,0,0,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,3,3,1,0,0,0,1,0,1,0,3,0,0,0,1,3,0,1,0,2,3,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,3
TH,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,1,3,3,3,0,0,0,0,0,0,1,3,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,3,0,0,2,3,1,0,0,0,0,0,3,1,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,3,1,1,3,1,0,0,1,1,1,0,3,0,0,3,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,3,1,0,3,3,0,0,3,0,3,1,0,1,1,0,0,0,1,0,1,0,3,0,0,1,1,3,3,0,0,2,3,0,0,0,0,0,3,1,1,-1,1,1,0,0,0,3,0,1,1,0,0,0,0,0,1,3,0,0,3,0,1,0
TL,0,0,0,3,1,0,0,1,0,3,0,0,0,1,3,0,3,0,0,0,1,3,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,3,3,3,1,3,0,3,1,0,0,0,3,3,1,0,3,3,1,3,0,3,0,3,0,0,0,1,0,3,0,3,3,3,2,3,1,0,0,0,3,0,0,1,0,1,0,3,0,0,1,3,0,1,0,0,3,3,3,1,1,1,3,1,0,3,0,1,1,0,3,3,3,0,3,0,1,0,0,0,1,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,3,3,1,3,0,1,0,1,1,3,3,0,0,0,1,0,3,3,3,0,1,0,0,0,3,2,3,0,0,3,3,0,0,0,1,0,-1,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,3,0,1,0,0,0
TG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,3,0,3,0,0,0,1,1,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1,1,0,3,1,3,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,3,0,1,3,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,0,0,3,0,0,0,1,0,3,0,3,0,3,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,0,1,0,0,3,3,0,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,0,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,0,0,1,0,3,0,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,0,3,0,3,0,0,3,3,3,1,1,1,3,1,0,3,1,1,3,0,3,3,3,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,3,0,3,1,3,3,1,0,3,0,3,3,1,3,0,1,3,3,1,3,0,0,0,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,0,0,3,0,1,1,-1,3,0,0,0,1,3,0,0,3,0,0,1,3,3,0,0,0,3,3
TT,0,3,0,3,0,3,3,1,0,3,1,3,0,1,3,0,3,3,0,0,1,3,3,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,3,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,3,3,1,0,3,0,1,3,3,3,3,3,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,3,0,3,1,3,3,0,0,3,3,3,3,1,3,0,1,3,3,1,3,0,0,1,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,3,3,3,0,0,0,3,0,1,1,0,-1,0,3,0,1,1,0,0,3,0,3,1,3,3,3,0,0,3,3
TN,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,3,0,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0,3,1,0,3,0,3,0,0,0,3,1,0,0,0,0,0,3,1,0,1,3,0,0,0,1,0,1,1,0,3,0,0,0,1,1,0,3,1,3,0,0,3,3,0,3,0,0,0,0,3,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,3,3,1,0,0,0,0,0,1,0,3,0,0,2,3,0,0,0,0,3,0,1,1,0,1,1,0,0,-1,3,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0
TR,0,3,0,0,0,3,3,1,0,0,1,3,1,1,3,3,0,3,0,0,3,3,3,3,3,0,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,0,1,0,0,0,1,3,3,3,0,3,0,0,0,3,1,3,0,0,1,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,1,0,3,1,3,1,0,1,1,0,1,0,0,0,3,1,0,3,1,0,0,1,1,3,2,3,3,0,3,3,3,1,1,0,0,1,0,0,3,0,0,0,3,0,1,0,1,3,3,0,3,3,3,0,0,3,0,0,1,3,3,1,0,3,0,1,3,1,0,3,0,0,0,1,3,3,0,0,2,3,1,1,0,0,0,1,1,1,3,1,1,1,3,3,-1,0,1,1,3,0,0,0,3,3,3,0,3,0,0,1,1
TM,0,0,0,0,0,3,0,1,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,1,1,1,0,3,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TV,0,0,0,3,0,3,0,1,0,3,0,3,0,1,3,0,3,3,0,0,1,3,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,0,3,3,0,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,3,3,1,0,3,1,1,3,0,3,0,3,0,0,0,1,0,0,1,1,3,0,3,0,0,0,0,3,0,0,1,3,3,1,0,3,1,3,3,1,3,0,1,3,3,1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,3,0,3,0,1,1,1,3,0,1,0,-1,1,0,0,3,0,0,0,3,3,0,0,0,3,3
UG,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,3,3,0,1,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,3,0,3,1,3,0,0,1,3,0,0,1,0,3,0,0,1,0,3,0,3,0,0,2,3,1,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,3,3,1,0,0,0,1,3,0,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,3,1,1,0,0,0,1,0,1,1,3,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,3,0,0,0,0,3,3
UA,0,3,0,3,0,3,3,3,0,3,3,0,0,1,3,3,3,0,0,0,1,3,0,3,3,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,0,3,3,0,3,0,3,0,1,0,3,3,3,3,3,2,3,1,0,0,3,3,3,0,1,3,1,0,0,1,3,1,3,1,1,0,0,3,3,3,1,1,0,3,1,0,3,1,1,3,2,3,3,3,3,3,0,1,1,3,0,1,3,0,3,0,0,0,3,3,1,0,1,3,3,0,3,3,0,3,3,3,3,3,1,3,0,1,3,0,0,1,3,1,0,0,3,3,0,1,0,0,0,3,2,3,0,0,3,3,0,0,3,1,1,1,1,1,0,0,3,0,1,1,-1,3,0,0,3,3,3,3,0,0,0,1,1
AE,0,3,0,3,1,3,3,3,1,3,1,3,3,1,3,3,3,0,0,0,1,3,3,3,3,3,3,1,1,0,2,1,0,3,3,3,3,1,1,1,3,1,3,1,3,3,3,1,3,3,3,3,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,1,1,1,3,3,3,3,3,2,3,1,0,3,0,3,0,3,3,3,1,0,3,3,3,1,3,3,1,1,0,3,3,3,1,1,1,3,1,3,3,1,1,3,3,3,3,3,0,3,3,1,0,0,3,1,3,3,3,1,0,0,3,3,3,0,1,3,3,0,1,0,3,3,3,3,3,3,1,3,3,1,3,3,3,1,3,3,1,3,3,3,3,1,0,3,0,3,1,3,3,0,3,3,3,1,1,1,3,1,1,3,0,3,1,0,1,1,3,-1,2,0,3,1,3,3,0,1,1,1,1
GB,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,0,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,3,0,3,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,1,1,1,3,3,1,0,1,1,3,3,-1,2,3,3,3,3,3,3,0,3,1
US,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,0,3,3,1,0,1,0,3,1,3,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,3,0,3,3,1,3,3,3,1,1,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,0,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,3,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,1,3,3,3,3,3,3,0,1,3,3,1,3,3,0,3,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,1,1,1,3,3,1,0,1,1,3,3,3,-1,3,1,3,3,0,1,0,1,1
UY,0,3,0,3,1,0,3,3,0,3,0,3,1,1,3,3,3,3,0,0,3,3,3,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,0,3,3,0,3,0,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,0,1,0,3,0,0,1,3,0,1,0,0,3,3,3,3,1,1,3,1,0,3,1,1,1,3,3,3,3,3,3,0,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,3,1,3,3,1,3,0,0,0,3,1,0,3,3,3,0,1,3,3,0,3,2,3,0,1,3,3,0,0,0,1,0,1,1,0,3,0,3,0,1,1,3,3,3,0,-1,1,3,3,3,1,0,1,1
UZ,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,1,0,1,3,1,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,1,1,0,3,3,0,0,0,0,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,3,0,1,1,1,0,0,0,3,0,1,1,3,0,0,0,0,-1,0,0,0,0,0,0,1
VU,0,0,0,3,0,3,0,1,0,3,0,3,0,1,3,3,3,3,0,0,1,3,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,0,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,0,0,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,1,1,1,3,1,0,3,1,1,3,0,3,3,3,0,3,0,1,0,0,1,1,3,0,3,0,0,0,0,3,0,0,1,3,3,1,0,3,3,3,3,1,3,3,1,3,3,1,3,0,0,1,0,1,0,3,3,3,1,1,0,0,0,3,2,3,0,0,3,3,0,0,0,3,0,1,1,1,3,0,1,0,1,3,0,0,3,0,0,1,-1,3,0,1,0,3,3
VA,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,0,3,0,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,0,0,1,0,1,0,3,1,3,1,3,0,1,0,0,3,3,3,1,1,1,3,1,0,3,1,1,3,0,3,3,3,0,3,0,1,0,0,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,0,3,3,3,3,3,3,0,1,3,0,1,3,3,0,1,3,1,0,3,3,3,0,1,0,3,0,3,2,3,0,0,3,3,0,3,1,1,0,1,1,0,0,3,3,0,1,1,3,3,3,0,3,3,3,-1,0,0,0,1,1
VE,0,3,0,3,1,3,3,1,0,3,0,3,1,1,3,3,3,3,0,0,3,3,3,3,0,3,1,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,0,0,0,3,0,1,3,3,3,1,3,0,3,0,3,3,0,0,1,0,3,0,3,3,3,2,3,3,0,0,0,3,3,0,1,0,1,0,3,0,1,1,3,1,1,0,0,3,3,3,1,1,1,3,1,0,3,0,1,1,3,3,3,3,0,3,0,1,1,0,0,1,3,0,3,0,0,0,3,3,1,0,1,3,0,0,3,3,3,3,3,3,3,3,1,3,0,1,3,0,0,0,0,1,0,3,3,3,0,1,3,3,0,3,2,3,0,1,3,3,0,0,1,1,0,1,1,0,3,0,3,0,1,1,0,0,0,0,3,1,0,3,-1,1,0,1,1
VN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0,1,1,1,0,3,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,-1,0,1,0
