Passport,AD,AE,AF,AG,AL,AM,AO,AR,AT,AU,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BN,BO,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FM,FR,GA,GB,GD,GE,GH,GM,GN,GQ,GR,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MO,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NE,NG,NI,NL,NO,NP,NR,NZ,OM,PA,PE,PG,PH,PK,PL,PS,PT,PW,PY,QA,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SY,SZ,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VN,VU,WS,XK,YE,ZA,ZM,ZW
MC,90,30,VR,180,90,180,ETA,90,90,VOA,ETA,90,90,ETA,90,VR,90,ETA,VR,VR,VR,90,90,90,VR,90,30,VF,VOA,VR,VR,VR,90,VOA,90,VR,VR,90,90,ETA,30,90,90,90,ETA,90,21,VF,VR,90,90,ETA,VR,90,ETA,90,120,30,90,ETA,180,90,360,VR,90,ETA,VR,90,90,ETA,VR,90,90,90,90,90,30,VF,90,VOA,VR,ETA,90,90,30,ETA,90,ETA,60,ETA,VR,ETA,90,VR,30,ETA,30,ETA,ETA,42,90,VOA,VR,ETA,90,90,90,VR,90,-1,90,90,ETA,ETA,90,VR,ETA,VR,30,ETA,90,90,ETA,ETA,180,30,ETA,VR,VR,ETA,90,90,90,ETA,VR,VOA,ETA,180,180,ETA,30,ETA,90,VF,90,ETA,90,30,90,90,VR,ETA,ETA,ETA,ETA,VR,90,30,90,90,VR,90,ETA,ETA,ETA,VR,15,90,VR,30,VR,ETA,30,ETA,ETA,VR,90,ETA,90,VR,ETA,90,ETA,90,ETA,VOA,90,30,90,30,90,ETA,30,ETA,90,VR,90,ETA,ETA
MD,90,VR,VR,180,90,VF,VR,VR,90,VR,90,90,28,ETA,90,VR,90,VR,VR,VR,VR,ETA,VR,90,VR,VR,VF,VR,VR,VR,VR,VR,90,VOA,90,VR,VR,90,VR,ETA,ETA,90,90,90,ETA,90,21,VR,VR,90,90,VR,VR,90,ETA,90,120,30,90,ETA,VR,VR,360,VR,90,ETA,VR,90,VR,ETA,VR,VR,VR,90,90,90,30,VR,90,VOA,VR,ETA,90,90,ETA,VR,VR,ETA,VF,ETA,VR,ETA,90,VR,VR,VR,90,ETA,ETA,VR,90,VOA,VR,ETA,90,90,90,VR,VR,90,-1,90,ETA,VR,90,VR,VR,VR,90,ETA,90,ETA,ETA,ETA,VR,30,ETA,90,VR,ETA,ETA,90,90,ETA,VR,VR,ETA,180,180,VR,VR,VR,90,VF,90,ETA,VR,30,90,90,90,ETA,VR,VR,ETA,VR,90,VR,90,90,ETA,90,ETA,ETA,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VF,ETA,VR,90,VR,90,VR,ETA,VR,ETA,VF,ETA,VR,VR,VF,90,30,VR,ETA,VR,ETA,VR,VR,VR,ETA,ETA
ME,90,90,VR,VR,90,180,VR,90,90,VR,VR,90,VR,ETA,90,VR,90,VR,VR,VR,VR,ETA,90,VR,VR,VR,30,VR,VR,VR,VR,VR,90,VOA,90,VR,VR,90,90,90,ETA,90,90,90,ETA,90,21,VR,VR,90,90,ETA,VR,90,ETA,90,VR,30,90,ETA,VR,VR,360,VR,90,ETA,VR,90,VR,ETA,VR,14,VR,90,90,90,VR,VR,90,VOA,VR,ETA,90,90,ETA,ETA,VR,ETA,60,ETA,VR,ETA,VR,VR,30,VR,VR,ETA,ETA,42,90,VOA,VR,ETA,90,90,90,VR,VR,90,90,-1,ETA,VR,90,VR,VR,VR,90,ETA,90,ETA,ETA,ETA,VR,ETA,ETA,VR,VR,ETA,ETA,90,90,ETA,VR,VR,ETA,180,90,VR,VR,VR,90,VF,90,ETA,VR,ETA,90,90,30,ETA,ETA,VR,ETA,VR,90,30,90,90,VR,90,ETA,ETA,ETA,VR,VR,VR,VR,30,VR,ETA,VR,VR,ETA,VR,90,VR,90,90,ETA,ETA,ETA,90,ETA,VR,90,30,90,30,VR,ETA,VR,ETA,90,VR,VR,90,VR
MG,VR,VR,VR,VF,VR,VR,ETA,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,90,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,VR,ETA,ETA,VR,VR,VR,ETA,VR,21,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,VR,VR,VR,ETA,90,ETA,VR,VR,90,ETA,VR,14,90,VR,90,VR,30,VR,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,-1,VR,VR,VR,VR,VR,ETA,ETA,VR,ETA,ETA,ETA,VR,30,ETA,ETA,VR,ETA,90,VR,VR,ETA,VR,VOA,VR,180,VR,VR,30,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,30,VR,VR,VR,VR,ETA,ETA,ETA,VR,VR,90,VR,30,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,90,VR,90,VR,VR,VR,VR,30,VR,VR,VR,ETA,VR,VR,90,ETA,90
MH,90,VR,VR,180,VR,ETA,VR,VR,90,VR,VR,90,VR,ETA,90,VR,90,VR,VR,VR,VR,ETA,VR,90,VR,VR,VR,VF,VR,VR,VR,VR,90,VOA,VR,VR,VR,90,90,ETA,ETA,90,90,90,ETA,90,21,VF,VR,90,90,ETA,VR,90,ETA,90,120,360,90,ETA,180,VR,VR,VR,VR,ETA,VR,90,90,ETA,VR,14,90,90,90,90,30,VR,VR,VOA,VR,ETA,90,90,VR,ETA,VR,ETA,VR,ETA,30,ETA,VR,VR,30,VR,VR,ETA,VR,42,90,VOA,VR,ETA,90,90,90,VR,VR,90,90,VR,ETA,-1,VR,VR,VR,VR,ETA,ETA,90,ETA,ETA,ETA,180,30,ETA,VR,VR,ETA,90,90,90,ETA,ETA,VR,VR,180,180,ETA,30,VR,90,VF,90,360,VR,ETA,90,VR,VR,ETA,VR,ETA,ETA,VR,90,30,90,90,VR,90,ETA,ETA,ETA,VR,VR,90,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,ETA,VR,VR,ETA,90,ETA,VR,ETA,VF,VR,ETA,90,30,VR,ETA,30,ETA,90,VR,VR,90,ETA
MK,90,VR,VR,180,90,ETA,VR,90,90,VR,ETA,90,VR,ETA,90,VR,90,VR,VR,VR,VR,ETA,90,90,VR,VR,30,VR,VR,VR,VR,VR,90,VOA,90,VR,VR,90,VR,90,ETA,90,90,90,ETA,90,21,VF,VR,90,90,ETA,VR,90,ETA,90,VR,30,90,ETA,VR,VR,VR,VR,90,ETA,VR,90,90,ETA,VR,14,90,90,90,90,30,VR,90,VOA,VR,ETA,90,90,ETA,ETA,90,ETA,ETA,ETA,VR,ETA,VR,VR,VR,VR,VR,ETA,ETA,VR,90,VOA,VR,ETA,90,90,90,VR,VR,90,90,90,ETA,VR,-1,VR,VR,VR,90,ETA,90,ETA,ETA,ETA,VR,30,ETA,VR,VR,ETA,90,90,90,ETA,VR,VR,ETA,180,180,VR,VR,VR,90,VF,90,ETA,VR,30,90,90,VR,ETA,VR,VR,ETA,VR,90,30,90,90,VR,90,ETA,ETA,ETA,VR,VR,90,VR,VR,VR,ETA,VR,VR,ETA,VR,90,VR,60,VR,ETA,90,ETA,90,ETA,VR,VR,ETA,90,30,VR,ETA,VR,ETA,90,VR,VR,ETA,ETA
ML,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,180,ETA,VR,VF,VR,VR,VR,90,VR,ETA,VR,90,VR,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,90,VR,VR,VR,ETA,VF,VR,VR,VR,ETA,VR,21,VR,90,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,VR,VR,VR,VF,90,VF,VR,VR,VR,VF,VR,14,VR,VR,90,VR,30,VR,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VF,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,-1,VR,VR,90,90,VR,VR,ETA,ETA,VR,VR,ETA,VR,VF,VF,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VF,VR,90,ETA,ETA,VR,VR,VR,VR,VR,90,VF,VR,VR,ETA,VR,VF,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,30,VR,VR,VR,ETA,VR,VR,VR,VR,VR
MM,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,14,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,VR,ETA,ETA,VR,VR,VR,ETA,VR,21,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,90,VR,30,VR,VR,VOA,VR,ETA,VR,VR,VR,ETA,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,14,VR,VR,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,-1,VR,ETA,ETA,VR,ETA,ETA,ETA,VR,ETA,ETA,VR,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,30,VR,VR,VR,VR,ETA,ETA,VR,VR,VR,VR,VR,VR,VR,ETA,14,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,VR,30,VR,30,VR,ETA,VR,VR,VR,ETA,VR
MN,VR,VR,VR,VR,VR,ETA,VR,90,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,ETA,90,VR,VR,VR,90,VR,VR,VR,VR,VR,VR,VOA,90,VR,30,VR,VR,30,ETA,VR,VR,VR,ETA,VR,21,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,14,VR,VR,90,VR,30,VR,90,VOA,VR,ETA,VR,VR,VR,VR,VR,ETA,90,ETA,VR,ETA,VR,VR,VR,VR,90,30,VR,ETA,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,ETA,VR,VR,ETA,-1,90,ETA,VR,ETA,ETA,ETA,VR,30,ETA,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,180,VR,VR,30,VR,VR,VF,VR,ETA,VR,ETA,VR,90,30,ETA,VR,VR,ETA,VR,VR,30,VR,VR,VR,VR,ETA,ETA,ETA,VR,VR,VR,VR,VR,VR,ETA,30,ETA,ETA,VR,VR,VR,30,VR,ETA,VR,ETA,90,ETA,VR,30,30,VR,30,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR
MO,90,30,VR,30,90,90,VR,30,90,VR,ETA,90,30,ETA,90,VR,90,ETA,VR,VR,14,ETA,90,VR,VR,VR,30,VR,VR,VR,VR,VR,90,VOA,90,VR,VF,VR,VR,ETA,90,90,90,90,ETA,90,180,VF,VR,90,90,90,VR,90,ETA,90,120,30,90,ETA,180,90,VR,VR,VR,ETA,VR,90,VR,ETA,VR,180,VR,90,90,90,30,VF,90,VOA,VR,21,90,90,VR,ETA,90,ETA,VR,ETA,30,ETA,31,VR,90,VR,VR,ETA,ETA,ETA,90,VOA,VR,ETA,90,90,90,VR,90,90,90,90,ETA,VR,90,90,30,90,-1,ETA,90,90,ETA,ETA,180,30,ETA,90,VR,ETA,90,90,90,ETA,VR,VOA,ETA,VR,VR,ETA,14,VR,90,VF,90,ETA,VR,ETA,90,90,30,ETA,ETA,VR,ETA,VR,90,30,90,90,ETA,90,VR,ETA,ETA,VR,VR,VR,VR,VR,VR,ETA,30,VR,ETA,VR,VR,ETA,30,VR,ETA,ETA,90,VR,ETA,VR,90,VR,90,30,VR,ETA,30,30,90,VR,30,VR,ETA
MR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,180,ETA,VR,90,VR,VR,VR,90,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,90,VR,VR,VR,VR,VR,ETA,VF,VR,VR,VR,ETA,VR,21,VR,90,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,VR,VR,VR,ETA,90,VF,VR,VR,VR,ETA,VR,14,VR,VR,90,VR,30,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,ETA,ETA,ETA,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,90,VR,VR,ETA,-1,VR,ETA,ETA,ETA,VR,30,ETA,VR,90,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,30,VR,VR,90,VR,90,ETA,ETA,VR,VR,VR,VF,VR,90,VR,VR,VR,ETA,VR,VF,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,30,VR,VR,VR,ETA,VR,VR,VR,VR,VR
MT,VF,90,VR,180,90,180,ETA,90,VF,VOA,ETA,90,90,ETA,VF,ETA,VF,ETA,VR,VR,90,ETA,90,90,VR,90,30,VF,VOA,VR,VR,VR,VF,VOA,90,VR,VR,90,90,ETA,30,VF,VF,VF,ETA,VF,180,VF,VR,90,VF,ETA,VR,VF,ETA,VF,120,90,VF,ETA,VF,90,360,VR,90,ETA,VR,VF,90,ETA,VR,90,90,VF,90,VF,30,VF,90,VOA,VR,ETA,VF,VF,VF,ETA,90,ETA,60,ETA,120,ETA,90,VR,90,ETA,30,ETA,ETA,90,VF,VOA,VR,ETA,VF,VF,VF,VR,90,VF,90,90,ETA,90,90,VR,ETA,ETA,90,ETA,-1,90,ETA,ETA,180,90,ETA,VR,VR,ETA,90,VF,VF,ETA,VR,VOA,ETA,180,90,ETA,30,ETA,VF,VF,VF,90,90,90,VF,90,VR,ETA,ETA,90,ETA,VR,VF,90,VF,VF,ETA,VF,90,ETA,ETA,VR,15,90,VR,30,VR,ETA,ETA,ETA,90,VR,90,90,90,90,90,90,90,90,90,VOA,90,30,VF,90,90,ETA,90,90,90,VR,90,90,90
MU,90,ETA,VR,180,90,VR,30,VR,90,VR,ETA,90,180,VR,90,VR,90,VR,VR,90,VR,ETA,VR,90,VR,90,VR,VF,VR,ETA,VR,VR,90,VOA,90,VR,60,VR,90,ETA,ETA,90,90,90,ETA,90,180,VF,VR,90,90,VR,VR,90,ETA,90,120,30,90,VF,180,90,360,60,90,ETA,VR,90,VR,ETA,VR,90,VR,90,90,90,30,VR,90,VOA,VR,ETA,90,90,VF,ETA,90,90,VR,ETA,120,ETA,90,VR,30,VR,VR,ETA,VR,42,90,VOA,VR,90,90,90,90,VR,VR,90,90,90,ETA,ETA,90,VR,ETA,VR,90,ETA,90,-1,ETA,90,VR,30,VF,90,VR,ETA,ETA,90,90,ETA,VR,VOA,VR,180,VR,VR,30,VR,90,VF,90,ETA,VR,ETA,90,VR,60,90,VR,VR,ETA,VR,90,30,90,90,ETA,90,90,ETA,ETA,VR,VR,VR,VR,30,VR,ETA,30,VR,ETA,VR,90,VR,ETA,VF,ETA,ETA,90,VR,90,VR,VR,ETA,90,30,VR,VR,30,ETA,90,VR,30,90,90
MV,VR,90,VR,180,VR,ETA,VR,VR,VR,VR,ETA,VR,180,90,VR,VR,VR,VR,VR,VR,14,ETA,VR,90,14,90,VR,VF,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,90,ETA,ETA,VR,VR,VR,ETA,VR,180,VR,VR,90,VR,ETA,VR,VR,ETA,VR,120,30,VR,ETA,180,90,VR,VR,90,ETA,VR,VR,VR,ETA,VR,90,VR,VR,90,VR,30,VF,VR,90,VR,ETA,VR,VR,VF,ETA,VR,90,VR,ETA,VR,ETA,90,VR,VR,VR,VR,ETA,VR,42,VR,ETA,VR,90,VR,VR,VR,VR,VR,VR,VR,VR,ETA,ETA,VR,VR,ETA,VR,ETA,ETA,VR,90,-1,ETA,VR,90,ETA,VR,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,180,VR,ETA,30,90,VR,VF,VR,ETA,VR,30,VR,VR,90,ETA,VR,ETA,ETA,VR,VR,30,VR,VR,VR,VR,ETA,ETA,ETA,VR,VR,VR,VR,30,VR,ETA,30,VR,ETA,VR,90,VR,ETA,VF,ETA,VR,ETA,VR,ETA,VR,VR,ETA,VR,30,VR,VR,30,ETA,90,VR,30,90,90
MW,VR,VR,VR,180,VR,VR,ETA,VR,VR,VR,VR,VR,180,90,VR,VR,VR,VR,VR,90,VR,ETA,VR,90,VR,90,VR,VF,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,VR,ETA,ETA,VR,VR,VR,ETA,VR,180,VR,VR,90,VR,VR,VR,VR,ETA,VR,120,30,VR,ETA,VR,90,VR,ETA,90,ETA,VR,VR,VR,ETA,VR,90,VR,VR,90,VR,30,VR,90,VOA,VR,ETA,VR,VR,VF,ETA,VR,90,VR,ETA,120,ETA,90,VR,VR,VR,VR,ETA,VR,42,VR,VOA,VR,90,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,ETA,VR,90,ETA,-1,VR,30,VF,90,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,VR,VR,VF,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,30,VR,VR,ETA,VR,ETA,ETA,ETA,VR,VR,VR,VR,30,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VF,ETA,VR,90,VR,90,VR,VR,VR,VR,30,VR,VR,30,ETA,90,VR,30,90,90
MX,90,180,VR,180,90,ETA,VR,90,90,VR,ETA,90,28,VR,90,VR,90,ETA,VR,VR,VR,90,90,90,VR,90,30,30,VOA,VR,VR,VR,90,VOA,90,VR,VR,90,90,ETA,ETA,90,90,90,ETA,90,180,VF,VR,90,90,ETA,VR,90,ETA,90,120,30,90,ETA,180,90,360,VR,VR,ETA,VR,90,90,ETA,VR,90,90,90,90,90,30,VF,90,VOA,VR,ETA,90,90,90,ETA,90,ETA,ETA,ETA,VR,ETA,90,VR,90,VR,30,ETA,ETA,42,90,VOA,VR,ETA,90,90,90,VR,90,90,90,90,ETA,ETA,90,VR,ETA,VR,90,ETA,90,90,ETA,ETA,-1,30,ETA,ETA,VR,ETA,90,90,90,ETA,VR,VOA,VR,180,180,ETA,30,VR,90,VF,90,ETA,90,30,90,90,VR,ETA,VR,VR,ETA,VR,90,30,90,90,VR,90,ETA,ETA,ETA,VR,VR,90,VR,VR,VR,ETA,ETA,ETA,ETA,VR,90,VR,ETA,90,ETA,VR,ETA,VR,ETA,VR,90,30,90,30,90,ETA,30,ETA,90,VR,VR,ETA,ETA
MY,90,30,VR,180,90,ETA,VR,30,90,VOA,ETA,90,180,ETA,90,VR,90,ETA,VR,VR,30,ETA,90,90,VR,90,30,VF,VR,VR,VR,VR,90,VOA,30,VR,VR,VR,90,90,ETA,90,90,90,ETA,90,180,VF,90,90,90,ETA,VR,90,ETA,90,120,30,90,ETA,180,90,360,VR,90,ETA,VR,90,90,ETA,60,90,90,90,90,90,30,VF,VR,VOA,VR,15,90,90,VF,ETA,90,30,30,30,120,ETA,90,VR,90,ETA,30,30,ETA,ETA,90,VOA,VR,90,90,90,90,VR,90,90,90,90,ETA,ETA,30,VR,ETA,30,30,ETA,90,90,ETA,90,180,-1,ETA,90,VR,ETA,90,90,90,ETA,VR,VOA,ETA,180,180,ETA,30,ETA,90,VF,90,ETA,VR,90,90,VR,VR,ETA,ETA,ETA,ETA,ETA,90,30,90,90,ETA,90,ETA,ETA,30,VR,VR,90,VR,30,VR,ETA,30,ETA,ETA,VR,90,ETA,90,VF,ETA,30,90,VR,ETA,VR,30,30,90,30,90,30,30,ETA,90,ETA,30,90,90
MZ,VR,VR,VR,VR,VR,VR,30,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,90,VR,ETA,VR,VR,VR,90,VR,VR,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,VR,ETA,ETA,VR,VR,VR,ETA,VR,180,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,VR,90,VR,ETA,90,ETA,VR,VR,VR,ETA,VR,14,VR,VR,90,VR,30,VR,VR,VOA,VR,ETA,VR,VR,VF,VR,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,ETA,VR,90,ETA,90,VR,VR,-1,90,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,ETA,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,30,VR,VR,ETA,VR,ETA,ETA,ETA,VR,VF,VR,VR,30,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,90,VR,ETA,VR,VR,VR,VR,30,VR,VR,30,ETA,VR,VR,30,90,90
NA,VR,VR,VR,180,VR,VR,VF,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,90,VR,ETA,90,90,VR,90,VR,VF,VR,VR,VR,VR,VR,VOA,VR,VR,VR,VR,VR,VF,ETA,VR,VR,VR,ETA,VR,180,VF,VR,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,180,90,VR,ETA,90,VF,VR,VR,VR,ETA,VR,90,VR,VR,90,VR,30,VR,VR,VOA,VR,ETA,VR,VR,VF,VR,VR,90,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,42,VR,VOA,VR,90,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,30,ETA,VR,90,ETA,90,VR,30,ETA,-1,VR,ETA,ETA,VR,VR,ETA,VR,VR,VR,180,VR,VR,30,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,30,VR,VR,ETA,VR,ETA,ETA,ETA,VR,VR,VR,VR,30,VR,ETA,VR,VR,ETA,VR,90,VR,ETA,VF,ETA,VR,90,VR,ETA,VR,VR,VR,VR,30,VR,VR,30,ETA,90,VR,90,VF,90
NE,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VF,VR,VR,VR,90,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,90,ETA,VR,90,VR,VR,VR,VR,VR,ETA,VF,VR,VR,VR,ETA,VR,21,VR,VR,90,VR,VR,VR,VR,ETA,VR,VR,30,VR,ETA,VR,VR,VR,VF,90,VF,VR,VR,VR,VF,VR,14,VR,VR,90,VR,VR,VR,VR,VOA,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VOA,VF,ETA,VR,VR,VR,VR,90,VR,VR,VR,ETA,VR,VR,VF,VR,VR,ETA,90,VR,ETA,ETA,ETA,VR,VR,ETA,VR,-1,VF,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VR,30,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,30,VR,VR,VF,VR,90,ETA,ETA,VR,VR,VR,VR,VR,90,VF,VR,VR,ETA,VR,VF,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,30,VR,VR,VR,ETA,VR,VR,VR,VR,VR
NG,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,180,VR,VR,VF,VR,VR,VR,90,VR,ETA,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,90,VR,90,VR,VR,VR,VR,VF,VR,VR,VR,ETA,VR,180,VR,VR,VR,VR,VR,VR,VR,ETA,VR,120,30,VR,ETA,VR,VR,VR,VF,90,VF,VR,VR,VR,VF,VR,VR,VR,VR,90,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,ETA,90,VR,VR,VR,VR,VR,ETA,VR,VR,VR,VF,ETA,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,VR,VF,VR,VR,VR,ETA,VR,ETA,ETA,ETA,VR,VR,ETA,ETA,VF,-1,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,VR,ETA,VR,ETA,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,VR,VR,VF,VR,90,ETA,ETA,VR,VR,VR,VR,VR,90,VF,VR,VR,ETA,VR,VR,VR,VR,VR,ETA,VR,VR,VR,ETA,VR,VR,VR,VR,VR,VR,VR,30,ETA,VR,VR,VR,VR,VR
NI,90,VR,VR,VR,90,ETA,VR,90,90,VR,VR,90,28,ETA,90,VR,90,VR,VR,VR,VR,ETA,90,90,VR,VR,30,30,VR,VR,VR,VR,90,VOA,90,VR,VR,VR,VR,ETA,ETA,90,90,90,ETA,90,21,VF,VR,90,90,ETA,VR,90,ETA,90,VR,30,90,ETA,180,90,VR,VR,VR,ETA,VR,90,90,ETA,VR,VR,90,90,90,90,30,VF,VR,VOA,VR,ETA,90,90,VR,ETA,VR,ETA,VR,ETA,VR,ETA,90,VR,90,VR,VR,ETA,VR,ETA,90,VOA,VR,ETA,90,90,90,VR,VR,90,90,90,ETA,VR,90,VR,VR,VR,ETA,ETA,90,ETA,ETA,ETA,VR,30,ETA,ETA,VR,ETA,-1,90,90,ETA,VR,VR,VR,90,VR,VR,30,VR,90,VF,90,ETA,90,ETA,90,VR,90,ETA,VR,VR,ETA,VR,90,30,90,90,VR,90,ETA,ETA,ETA,VR,VR,90,VR,VR,VR,ETA,VR,VR,ETA,VR,VR,VR,90,90,ETA,90,ETA,VR,ETA,VR,90,30,90,30,VR,VR,VR,ETA,90,VR,VR,ETA,ETA
