Passport,AD,AE,AF,AG,AL,AM,AO,AR,AT,AU,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BN,BO,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FM,FR,GA,GB,GD,GE,GH,GM,GN,GQ,GR,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MO,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NE,NG,NI,NL,NO,NP,NR,NZ,OM,PA,PE,PG,PH,PK,PL,PS,PT,PW,PY,QA,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SY,SZ,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VN,VU,WS,XK,YE,ZA,ZM,ZW
SO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,2,3,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,-1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
SR,0,0,0,3,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,0,0,2,3,3,0,0,0,3,0,0,0,0,0,1,0,0,0,3,3,2,2,0,0,0,2,0,3,3,0,3,0,2,0,0,2,0,0,3,0,2,0,3,0,0,3,2,0,0,0,2,3,3,0,0,3,0,3,0,3,1,0,2,0,0,3,2,3,2,0,2,0,2,3,0,3,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,3,2,2,0,3,2,0,0,2,2,0,0,2,0,0,2,0,3,0,3,0,0,3,0,2,0,3,0,3,3,2,0,0,2,0,0,3,0,0,0,0,2,2,-1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,3,2,0,2,0,2,0,0,2,0,3,0,0,0,2,0,0,0,2,2
SS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,2,0,0,2,0,0,3,0,2,0,0,0,2,3,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,0,0,2,2,2,-1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
ST,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,0,0,0,2,0,3,0,0,3,0,2,0,0,2,0,0,3,0,2,0,0,0,2,3,2,0,0,3,2,0,3,3,0,3,0,3,0,0,0,0,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,2,0,3,2,2,0,2,3,0,0,2,0,0,0,3,0,0,3,0,0,3,0,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,0,0,2,2,2,0,-1,3,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,3,0,3,2,2
SV,3,3,0,0,3,2,0,3,3,0,0,3,3,2,3,0,3,0,0,0,0,3,3,3,0,0,3,3,0,0,0,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,0,0,3,2,3,0,3,3,2,3,0,3,0,0,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,0,2,0,2,3,0,3,0,0,2,0,2,3,1,0,2,3,3,3,0,0,3,3,3,2,0,3,0,0,0,2,2,3,2,2,2,0,3,2,0,0,2,3,3,3,2,0,0,0,3,0,0,3,0,3,3,3,2,3,2,3,0,3,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,0,-1,0,0,0,2,0,0,2,0,0,0,3,3,2,0,2,0,2,0,3,2,3,3,0,0,0,2,3,0,0,2,2
SY,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,2,0,0,2,3,0,0,0,0,0,0,2,2,2,0,0,0,-1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0
SZ,0,0,0,3,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,3,0,2,0,3,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,3,3,0,2,0,3,0,3,3,2,0,0,0,2,3,3,0,0,3,0,3,3,3,1,0,2,0,0,3,2,0,3,0,2,0,2,3,0,3,2,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,3,2,3,0,3,3,3,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,-1,0,2,0,0,2,0,0,0,0,3,2,3,3,0,3,0,0,0,0,3,0,0,3,2,3,0,3,3,3
TD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,2,3,2,0,0,0,2,0,3,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,3,2,2,0,3,2,2,3,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,0,0,3,2,2,0,0,0,0,0,-1,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
TG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,3,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,3,3,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,1,3,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,2,2,2,0,3,2,2,3,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,3,0,3,2,2,0,0,0,0,0,3,-1,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
TH,0,0,0,0,0,2,0,3,0,0,2,0,3,0,0,0,0,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,2,0,3,3,0,3,0,0,0,0,2,0,3,3,0,2,0,0,3,0,0,2,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,0,2,3,2,2,3,0,2,0,0,3,0,3,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,3,3,3,2,0,2,2,2,0,3,2,2,0,2,2,0,0,2,0,0,2,3,3,2,3,2,0,3,0,2,0,3,0,0,3,2,0,2,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,0,0,2,-1,2,2,0,0,0,3,0,2,3,2,0,2,0,0,2,0,3,0,3,3,2,0,0,3,2,0
TJ,0,0,0,3,0,3,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,3,0,3,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,2,2,0,0,3,2,0,2,0,0,0,0,3,2,2,0,0,1,0,2,0,0,0,0,0,0,3,0,2,2,0,0,0,0,2,2,0,2,2,2,0,3,2,3,0,2,2,0,0,2,0,0,0,0,0,0,3,2,0,3,0,2,0,2,0,0,3,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,0,-1,2,0,0,0,3,0,2,0,0,3,2,0,0,3,0,3,0,0,0,2,0,0,0,0,2
TL,3,0,0,0,0,2,2,0,3,0,0,3,3,2,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,3,3,3,2,3,3,0,0,3,3,2,0,3,2,3,0,3,3,2,3,0,0,0,3,2,0,3,0,2,0,3,0,3,3,3,3,0,0,1,0,2,3,3,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,3,1,0,2,3,3,3,0,0,3,3,3,2,0,0,0,0,0,2,2,3,2,2,2,0,3,2,0,0,2,0,3,3,2,0,0,0,0,0,0,0,0,3,3,3,2,0,2,3,0,0,2,0,0,2,0,3,3,3,3,2,3,2,2,2,0,3,0,0,3,0,2,0,0,-1,0,0,0,2,0,2,0,2,0,2,0,0,0,3,3,0,2,0,2,3,0,0,0,0
TM,0,0,0,3,0,2,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,3,0,3,2,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,2,0,0,2,2,0,2,0,2,0,2,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,2,2,0,3,2,3,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,0,2,2,-1,0,0,3,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,2
TN,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,3,0,2,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,2,0,3,0,3,3,0,0,0,0,2,0,3,3,0,3,0,0,0,2,3,3,0,0,0,2,0,3,0,0,3,0,3,0,0,0,0,2,0,0,0,2,3,2,0,2,3,2,0,0,3,0,0,2,2,0,0,1,0,2,0,0,0,3,3,0,0,0,2,0,0,3,0,0,2,3,0,3,2,2,0,3,2,2,3,2,2,0,0,2,0,0,0,0,0,0,3,2,0,3,0,2,0,2,0,3,0,2,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,0,3,0,0,2,0,2,2,0,-1,0,3,0,2,0,2,0,2,0,0,2,0,3,0,0,3,2,0,0,3,0,0
TO,3,0,0,0,0,2,0,0,3,0,0,3,3,3,3,0,3,0,0,0,0,2,0,3,0,3,0,3,0,0,0,0,3,1,3,0,3,0,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,0,0,3,2,0,3,0,2,0,3,0,3,3,3,3,3,3,1,0,2,3,3,3,2,0,3,0,2,3,2,3,0,3,0,0,0,0,3,3,1,0,3,3,3,3,0,0,3,3,0,2,2,0,0,0,0,2,2,3,3,2,2,0,3,2,0,0,2,2,3,3,2,2,0,0,3,3,2,0,3,3,3,3,2,0,2,3,0,0,2,0,2,2,0,3,3,3,3,2,3,2,2,2,0,0,0,0,3,0,2,0,0,2,0,0,-1,0,3,2,0,3,0,3,0,0,2,3,3,0,0,3,2,3,0,0,3,3
TR,0,0,0,3,3,2,0,3,0,0,3,3,3,2,0,0,0,2,0,0,3,3,3,3,0,3,3,3,0,0,0,0,0,1,3,0,0,3,3,2,2,0,0,0,2,0,3,3,0,3,0,0,0,0,2,0,3,3,0,2,0,0,3,0,3,2,0,0,3,2,0,3,3,0,3,0,3,0,0,0,3,3,0,0,3,3,3,2,3,2,0,2,3,0,3,2,3,2,2,3,0,1,0,2,0,0,0,2,3,0,3,3,2,2,3,0,2,3,3,2,0,3,2,2,1,3,2,2,0,2,3,0,0,2,0,0,2,3,3,0,3,2,0,3,0,2,3,3,0,3,0,2,0,0,2,2,0,3,0,0,2,0,2,2,2,0,3,3,0,3,0,2,3,2,2,0,3,2,-1,3,2,2,2,3,2,0,3,3,0,3,3,0,3,2,3,0,3,2,2
TT,3,0,0,3,3,2,0,3,3,0,2,3,3,2,3,0,3,0,0,0,0,2,3,3,0,3,0,3,0,0,0,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,0,3,3,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,0,3,0,2,3,2,3,0,3,0,0,2,0,3,3,1,0,3,3,3,3,0,0,3,3,3,2,0,0,0,0,0,2,2,3,3,2,3,3,3,2,0,0,2,3,3,3,2,0,0,0,3,3,0,3,3,3,3,3,2,0,2,3,3,0,2,0,2,2,0,3,3,3,3,2,3,2,2,3,0,0,3,0,3,0,2,0,0,2,0,0,0,3,-1,2,0,3,0,2,0,3,2,3,3,3,0,3,2,3,0,3,3,3
TV,3,0,0,3,0,2,0,0,3,0,0,3,3,2,3,0,3,0,0,0,0,2,0,3,0,3,0,3,0,0,0,0,3,1,0,0,0,0,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,0,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,0,1,0,2,3,3,3,2,0,3,0,2,3,2,3,0,3,0,0,2,0,3,3,1,0,3,3,3,3,0,0,3,0,0,2,2,0,0,0,0,2,2,3,3,2,3,0,3,2,0,0,2,3,3,3,2,2,0,0,3,3,2,2,0,3,3,3,2,0,2,3,0,0,2,0,2,2,0,3,3,3,3,2,3,2,2,2,0,0,3,0,3,0,2,0,0,2,0,0,2,0,3,-1,3,3,0,2,0,0,0,3,3,0,0,3,2,3,0,0,3,3
TW,3,0,0,3,3,2,0,0,3,1,0,3,0,2,3,2,3,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,1,3,0,2,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,0,0,0,3,2,0,3,3,2,0,1,3,3,3,3,3,3,3,1,0,2,3,3,2,2,3,2,0,2,3,2,3,0,3,0,0,2,0,3,3,1,0,2,3,3,3,0,0,3,0,3,2,3,3,0,2,0,3,2,3,2,2,2,0,3,2,0,0,2,3,3,3,2,2,1,2,3,3,2,1,0,3,3,3,2,3,2,3,0,0,2,2,2,2,0,3,3,3,3,0,3,2,2,2,0,0,0,0,3,0,2,2,0,2,0,0,0,2,0,3,-1,2,0,2,1,0,0,3,3,0,0,3,2,3,0,0,0,0
TZ,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,2,0,3,0,3,0,3,0,2,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,3,3,0,2,0,3,0,3,3,3,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,3,0,0,3,0,2,0,2,3,0,0,0,0,2,0,3,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,3,2,3,0,3,3,3,0,2,2,0,0,2,0,0,0,0,0,0,3,2,0,0,0,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,2,0,2,2,2,2,0,0,0,3,0,2,0,0,2,0,0,0,0,0,2,0,-1,0,3,0,0,0,0,3,0,0,3,2,0,0,3,3,3
UA,3,3,0,3,3,3,0,3,3,0,3,3,3,2,3,0,3,2,0,0,3,2,3,0,0,0,3,0,0,0,0,0,3,1,3,0,0,0,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,0,0,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,0,3,1,0,2,3,3,3,2,0,2,3,2,0,2,3,0,0,2,3,2,2,0,3,1,0,2,3,3,3,0,0,3,3,3,2,2,3,0,2,3,2,2,3,3,2,2,1,3,2,3,0,2,3,3,3,2,0,0,2,3,3,0,0,0,3,3,3,2,3,3,3,3,3,2,2,0,2,0,3,0,3,3,2,3,2,2,2,0,0,3,0,3,0,2,3,3,2,0,0,2,3,0,2,0,2,-1,2,0,3,3,3,3,0,0,3,2,0,0,0,2,2
UG,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,3,0,2,0,3,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,3,0,2,0,3,3,0,2,0,3,0,3,3,2,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,3,0,0,3,0,2,0,2,3,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,3,2,3,0,3,2,2,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,3,0,0,2,0,0,3,0,0,2,0,2,2,2,2,0,0,0,3,0,2,0,0,2,0,0,0,0,0,2,0,3,0,-1,0,0,0,0,3,0,0,3,2,0,0,0,3,3
US,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,2,3,3,0,3,3,3,3,0,3,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,1,0,0,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,3,3,3,3,0,3,3,3,3,2,3,3,0,2,3,3,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,3,2,3,3,3,0,2,2,2,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,2,0,3,2,2,3,2,3,2,3,2,-1,3,2,3,3,0,2,3,2,3,0,3,2,2
UY,3,3,0,0,3,3,2,3,3,0,0,3,3,2,3,0,3,2,0,0,0,3,3,3,0,3,3,3,0,0,0,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,0,3,0,0,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,0,2,0,2,3,0,3,0,0,2,2,3,3,1,0,2,3,3,3,0,0,3,3,3,2,2,3,0,2,3,3,2,3,2,2,2,3,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,2,3,3,3,3,3,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,0,3,0,3,0,2,0,0,2,0,0,0,3,3,2,0,2,3,2,0,-1,2,3,3,3,2,3,2,3,0,3,2,2
UZ,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,3,0,3,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,2,2,0,2,3,2,0,2,0,0,0,0,3,2,2,0,0,1,0,2,0,0,0,0,0,0,3,0,2,0,0,0,2,0,2,2,0,2,2,2,0,3,2,3,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,3,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,2,3,2,0,0,0,3,0,2,0,0,3,2,0,0,-1,0,3,0,0,0,2,0,0,0,0,2
VA,3,3,0,3,3,3,2,3,3,1,2,3,0,2,3,0,3,2,0,0,0,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,0,2,0,2,3,2,0,2,3,0,3,2,3,2,0,0,3,1,0,2,3,3,3,0,0,3,3,3,2,2,3,0,0,0,2,2,3,3,2,2,0,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,2,0,3,3,3,0,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,3,3,0,3,0,2,0,2,2,0,3,0,3,0,2,3,2,3,2,0,3,3,-1,3,0,0,3,2,3,0,0,2,2
VC,3,3,0,3,0,2,0,3,3,0,0,3,3,2,3,0,3,0,0,0,0,2,3,3,0,3,3,3,0,0,0,0,3,1,3,0,0,3,3,3,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,0,3,0,2,3,2,3,0,3,0,0,2,0,3,3,1,0,3,3,3,3,0,0,3,3,3,2,2,0,0,0,0,2,2,3,3,2,3,0,3,2,0,0,2,3,3,3,2,0,0,0,3,3,0,3,0,3,3,3,2,0,2,3,3,3,2,0,2,2,0,3,3,3,3,2,3,2,2,3,0,0,3,0,0,0,2,0,0,2,0,0,2,2,3,2,3,3,0,3,0,3,2,3,-1,3,0,3,2,3,0,3,3,3
VE,3,0,0,3,3,2,2,3,3,0,0,3,3,2,3,2,3,2,0,0,0,3,3,3,0,3,3,3,0,0,0,0,3,1,0,0,0,3,3,2,2,3,3,3,2,3,3,0,0,0,3,2,0,3,2,3,3,3,3,2,0,3,0,0,3,2,0,3,0,2,0,3,0,3,3,3,3,0,0,1,0,3,3,3,3,2,0,2,2,2,0,2,3,0,3,0,0,2,2,0,3,1,0,2,3,3,3,0,0,3,3,3,2,0,3,0,2,0,2,2,3,2,2,2,3,3,2,2,0,2,3,3,3,2,0,0,2,0,0,0,3,0,3,3,3,2,3,3,3,0,3,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,3,0,2,0,2,0,2,0,3,2,3,3,-1,2,0,2,3,0,3,2,2
VN,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,0,0,0,2,3,3,0,2,0,0,0,2,3,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,2,0,2,2,2,0,3,2,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,2,0,2,0,2,0,0,2,0,3,0,-1,0,2,0,0,0,2,0
VU,3,0,0,3,0,2,0,0,3,0,0,3,3,2,3,0,3,0,0,0,0,2,0,3,0,3,3,3,0,0,0,0,3,1,0,0,0,0,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,0,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,0,0,3,0,2,3,2,3,0,0,0,0,2,0,3,3,1,0,3,3,3,3,0,0,3,3,3,2,2,0,0,0,0,2,2,3,3,2,2,0,3,2,0,0,2,3,3,3,2,2,0,0,3,3,2,3,0,3,3,3,2,0,2,3,0,3,2,0,2,2,0,3,3,3,3,2,3,2,2,2,0,0,3,0,3,0,2,2,0,2,0,0,2,0,3,2,0,3,0,3,0,0,2,3,3,0,2,-1,2,3,0,0,3,3
WS,3,0,0,3,0,2,0,0,3,0,0,3,3,3,3,0,3,0,0,0,0,2,0,3,0,3,0,3,1,0,0,0,3,1,0,0,0,3,3,2,2,3,3,3,2,3,3,0,0,3,3,2,0,3,2,3,3,3,3,2,3,3,0,0,3,2,0,3,0,2,0,3,0,3,3,3,3,3,0,1,0,2,3,3,3,2,0,3,0,2,3,2,0,0,3,0,0,2,2,3,3,1,0,3,3,3,3,0,0,3,3,3,2,2,0,0,0,0,3,2,3,3,2,3,0,3,2,0,0,2,2,3,3,2,2,0,0,3,3,2,3,3,3,3,3,2,0,2,3,0,3,2,0,2,2,0,3,3,3,3,2,3,2,2,2,0,0,0,0,3,0,2,0,0,2,0,0,2,0,3,2,0,3,0,2,0,0,2,3,3,0,0,3,-1,3,0,0,3,3
XK,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,0,3,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,3,2,2,3,0,0,0,2,2,0,0,2,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,2,0,2,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,-1,0,0,0,0
YE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,-1,0,0,0
